adgroup_id,adgroup_name,campaign_name,campaign_type,parsed_model,matched_json_model,launch_kr,preorder_kr,announce_kr,source_tier,match_confidence,model_known,cost_365d,golf_flag
grp-a001-01-000000044808499,02. 아이폰16_사생활보호,○ 02. 파워링크_PC,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,49740,False
grp-a001-01-000000044808500,02. 아이폰16_지문방지,○ 02. 파워링크_PC,WEB_SITE,iphone:16,아이폰16(추정 매핑),2024-09-20,,,inferred_from_order,fuzzy,True,23860,False
grp-a001-01-000000045692018,01. 갤럭시 Z폴드SE_지문방지필름,○ 02. 파워링크_MO,WEB_SITE,galaxy_z_fold:SE_unresolved,,,,,,unresolved,True,28670,False
grp-a001-01-000000045694026,01. 갤럭시 Z폴드SE_지문방지필름,○ 02. 파워링크_PC,WEB_SITE,galaxy_z_fold:SE_unresolved,,,,,,unresolved,True,10980,False
grp-a001-01-000000045800955,01. 갤럭시탭_S10 울트라 플러스,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S10,갤럭시탭 S10 울트라·+,2024-10-04,,2024-09-26,official,exact,True,515720,False
grp-a001-01-000000045802263,01. 갤럭시탭_S10울트라 플러스,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S10,갤럭시탭 S10 울트라·+,2024-10-04,,2024-09-26,official,exact,True,161220,False
grp-a001-01-000000045920162,01. 갤럭시S24FE_지문방지,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S24 FE,갤럭시 S24 FE,2024-11-01,,2024-09-26,press,exact,True,135660,False
grp-a001-01-000000046127917,02.아이패드_미니7/6세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,ipad:mini6|ipad:mini7,아이패드 미니 6세대(8.3인치)|아이패드 미니 7세대(8.3인치),2021-11-02,2021-10-21,2021-09-15,press,fuzzy,True,66800,False
grp-a001-01-000000046132066,02.아이패드_미니7/6세대_종이질감,○ 02. 파워링크_PC,WEB_SITE,ipad:mini6|ipad:mini7,아이패드 미니 6세대(8.3인치)|아이패드 미니 7세대(8.3인치),2021-11-02,2021-10-21,2021-09-15,press,fuzzy,True,15749,False
grp-a001-01-000000046416698,01. 종이질감_K10 플러스,○ 04. 뮤패드,WEB_SITE,mupad:generic,,,,,,unresolved,True,40378,False
grp-a001-01-000000046416699,01. 종이질감_K11 LTE,○ 04. 뮤패드,WEB_SITE,mupad:generic,,,,,,unresolved,True,200787,False
grp-a001-01-000000046416701,01. 종이질감_K13 OLED,○ 04. 뮤패드,WEB_SITE,mupad:generic,,,,,,unresolved,True,72988,False
grp-a001-01-000000046416702,01. 종이질감_P11/GS10/RS10/10,○ 04. 뮤패드,WEB_SITE,mupad:generic,,,,,,unresolved,True,32435,False
grp-a001-01-000000046436514,01. 갤럭시S24_자가복원 고투명,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,3720,False
grp-a001-01-000000046475854,01. 갤럭시A16_지문방지,○ 02. 파워링크_MO,WEB_SITE,galaxy_a:A16,갤럭시 A16 LTE,2024-11-29,,2024-10-15,press,fuzzy,True,135600,False
grp-a001-01-000000046477597,01. 갤럭시A16_지문방지,○ 02. 파워링크_PC,WEB_SITE,galaxy_a:A16,갤럭시 A16 LTE,2024-11-29,,2024-10-15,press,fuzzy,True,29350,False
grp-a001-01-000000046478478,01. 갤럭시A16_자가복원 고투명,○ 02. 파워링크_MO,WEB_SITE,galaxy_a:A16,갤럭시 A16 LTE,2024-11-29,,2024-10-15,press,fuzzy,True,7040,False
grp-a001-01-000000046480952,01. 갤럭시A16_자가복원 고투명,○ 02. 파워링크_PC,WEB_SITE,galaxy_a:A16,갤럭시 A16 LTE,2024-11-29,,2024-10-15,press,fuzzy,True,4900,False
grp-a001-01-000000046483564,01. 갤럭시S24_지문방지,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,84070,False
grp-a001-01-000000046507364,01. 갤럭시탭_S7시리즈,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,99230,False
grp-a001-01-000000046578743,01. 갤럭시탭_S9시리즈,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S9,갤럭시탭 S9 울트라,2023-08-11,2023-07-27,2023-07-26,official,exact,True,140190,False
grp-a001-01-000000046579761,01. 갤럭시탭_S8시리즈,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S8,갤럭시탭 S8 울트라,2022-02-25,2022-02-10,2022-02-10,official,exact,True,73244,False
grp-a001-01-000000046581751,01. 갤럭시탭_S6시리즈,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,73460,False
grp-a001-01-000000046583926,01. 갤럭시탭_A9플러스,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:A9+,갤럭시탭 A9+,2023-11-02,,2023-11-02,press,exact,True,46130,False
grp-a001-01-000000046584475,01. 갤럭시탭_A9,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,27820,False
grp-a001-01-000000046585858,01. 갤럭시탭_A8,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,20580,False
grp-a001-01-000000046588417,01. 갤럭시탭_S9시리즈,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S9,갤럭시탭 S9 울트라,2023-08-11,2023-07-27,2023-07-26,official,exact,True,26630,False
grp-a001-01-000000046645092,01. 갤럭시S22,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,232770,False
grp-a001-01-000000046646662,01. 갤럭시S21,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,82739,False
grp-a001-01-000000046646763,01. 갤럭시S20,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,102720,False
grp-a001-01-000000046742693,01. 갤럭시 노트20,○ 02. 파워링크_MO,WEB_SITE,note:노트20,,,,,,unresolved,True,126560,False
grp-a001-01-000000046807499,"02.아이패드_프로 6,7세대_종이질감",○ 02. 파워링크_MO,WEB_SITE,ipad:pro6|ipad:pro7,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 7세대(11/13인치, M4)",2022-11-30,2022-11-17,2022-10-18,press,fuzzy,True,31180,False
grp-a001-01-000000046834534,01. 갤럭시탭_S5시리즈,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:generic_gen_unknown,,,,,,unresolved,True,8640,False
grp-a001-01-000000046835241,01. 갤럭시탭_A7,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,17941,False
grp-a001-01-000000046835750,02.아이패드_에어 6(M2)세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,ipad:air6,"아이패드 에어 6세대(11/13인치, M2)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,84190,False
grp-a001-01-000000046837921,01. 갤럭시탭_S8시리즈,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S8,갤럭시탭 S8 울트라,2022-02-25,2022-02-10,2022-02-10,official,exact,True,20640,False
grp-a001-01-000000046838157,01. 갤럭시탭_S7시리즈,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,11780,False
grp-a001-01-000000046838297,01. 갤럭시탭_S6시리즈,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,7870,False
grp-a001-01-000000046838896,01. 갤럭시탭_S5시리즈,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:generic_gen_unknown,,,,,,unresolved,True,540,False
grp-a001-01-000000046839132,01. 갤럭시탭_A9플러스,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:A9+,갤럭시탭 A9+,2023-11-02,,2023-11-02,press,exact,True,14370,False
grp-a001-01-000000046839232,01. 갤럭시탭_A9,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,12630,False
grp-a001-01-000000046904555,01. 갤럭시탭_S10 울트라 플러스_6H BLC,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S10,갤럭시탭 S10 울트라·+,2024-10-04,,2024-09-26,official,exact,True,27560,False
grp-a001-01-000000046904979,01. 갤럭시탭_S9시리즈_6H BLC,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S9,갤럭시탭 S9 울트라,2023-08-11,2023-07-27,2023-07-26,official,exact,True,39190,False
grp-a001-01-000000046939750,01. 갤럭시탭_S8시리즈_6H BLC,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:S8,갤럭시탭 S8 울트라,2022-02-25,2022-02-10,2022-02-10,official,exact,True,24310,False
grp-a001-01-000000046939809,01. 갤럭시탭_S7 시리즈_6H BLC,○ 02. 파워링크_MO,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,11880,False
grp-a001-01-000000046954263,01. 갤럭시S22_사생활보호,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,179730,False
grp-a001-01-000000046954978,01. 갤럭시S21_사생활보호,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,118500,False
grp-a001-01-000000046962945,02. 아이폰14_사생활 강화유리,○ 02. 파워링크_MO,WEB_SITE,iphone:UNKNOWN_14,,,,,,unresolved,True,46690,False
grp-a001-01-000000046970779,02.아이패드_미니7/6세대_6H BLC,○ 02. 파워링크_MO,WEB_SITE,ipad:mini6|ipad:mini7,아이패드 미니 6세대(8.3인치)|아이패드 미니 7세대(8.3인치),2021-11-02,2021-10-21,2021-09-15,press,fuzzy,True,2090,False
grp-a001-01-000000046970893,02.아이패드_에어 4/5세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,ipad:air5|ipad:air4,,,,,,unresolved,True,15170,False
grp-a001-01-000000046971358,02.아이패드_에어 6(M2)세대_종이질감,○ 02. 파워링크_PC,WEB_SITE,ipad:air6,"아이패드 에어 6세대(11/13인치, M2)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,26454,False
grp-a001-01-000000046971480,02.아이패드_에어 4/5세대_종이질감,○ 02. 파워링크_PC,WEB_SITE,ipad:air5|ipad:air4,,,,,,unresolved,True,7070,False
grp-a001-01-000000046971678,02.아이패드_미니7/6세대_6H BLC,○ 02. 파워링크_PC,WEB_SITE,ipad:mini6|ipad:mini7,아이패드 미니 6세대(8.3인치)|아이패드 미니 7세대(8.3인치),2021-11-02,2021-10-21,2021-09-15,press,fuzzy,True,3410,False
grp-a001-01-000000046973844,02.아이패드_에어 4/5세대_6H BLC,○ 02. 파워링크_MO,WEB_SITE,ipad:air5|ipad:air4,,,,,,unresolved,True,11390,False
grp-a001-01-000000046974236,02.아이패드_에어 6세대_6H BLC,○ 02. 파워링크_MO,WEB_SITE,ipad:air6,"아이패드 에어 6세대(11/13인치, M2)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,12080,False
grp-a001-01-000000046975254,02.아이패드_프로 7세대_6H BLC,○ 02. 파워링크_MO,WEB_SITE,ipad:pro7,"아이패드 프로 7세대(11/13인치, M4)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,2860,False
grp-a001-01-000000046975512,01. 갤럭시탭_S9시리즈_6H BLC,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S9,갤럭시탭 S9 울트라,2023-08-11,2023-07-27,2023-07-26,official,exact,True,2970,False
grp-a001-01-000000046975542,01. 갤럭시탭_S10 울트라 플러스_6H BLC,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S10,갤럭시탭 S10 울트라·+,2024-10-04,,2024-09-26,official,exact,True,2980,False
grp-a001-01-000000046975626,01. 갤럭시탭_S8시리즈_6H BLC,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:S8,갤럭시탭 S8 울트라,2022-02-25,2022-02-10,2022-02-10,official,exact,True,3730,False
grp-a001-01-000000046975770,01. 갤럭시탭_S7 시리즈_6H BLC,○ 02. 파워링크_PC,WEB_SITE,galaxy_tab:구형,,,,,,unresolved,True,990,False
grp-a001-01-000000046976107,02.아이패드_에어 6세대_6H BLC,○ 02. 파워링크_PC,WEB_SITE,ipad:air6,"아이패드 에어 6세대(11/13인치, M2)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,160,False
grp-a001-01-000000046976135,02.아이패드_에어 4/5세대_6H BLC,○ 02. 파워링크_PC,WEB_SITE,ipad:air5|ipad:air4,,,,,,unresolved,True,1390,False
grp-a001-01-000000046976468,02.아이패드_10세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,ipad:10,아이패드 10세대(10.9인치),2022-11-30,2022-11-17,2022-10-18,press,exact,True,20728,False
grp-a001-01-000000046977473,02.아이패드_10세대_6H BLC,○ 02. 파워링크_MO,WEB_SITE,ipad:10,아이패드 10세대(10.9인치),2022-11-30,2022-11-17,2022-10-18,press,exact,True,3030,False
grp-a001-01-000000046978005,"02.아이패드_프로 6,7세대_종이질감",○ 02. 파워링크_PC,WEB_SITE,ipad:pro6|ipad:pro7,"아이패드 프로 6세대(11/12.9인치, M2)|아이패드 프로 7세대(11/13인치, M4)",2022-11-30,2022-11-17,2022-10-18,press,fuzzy,True,47210,False
grp-a001-01-000000046978099,02.아이패드_프로 7세대_6H BLC,○ 02. 파워링크_PC,WEB_SITE,ipad:pro7,"아이패드 프로 7세대(11/13인치, M4)",2024-06-19,2024-06-08,2024-05-07,press,exact,True,1670,False
grp-a001-01-000000046979820,01. 갤럭시S24FE_지문방지,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S24 FE,갤럭시 S24 FE,2024-11-01,,2024-09-26,press,exact,True,17700,False
grp-a001-01-000000046980388,01. 갤럭시S22_지문방지필름,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S22,갤럭시 S22 (+/울트라),2022-02-25,2022-02-14,2022-02-09,press,exact,True,142136,False
grp-a001-01-000000046980878,01. 갤럭시S21_지문방지,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S9-S21,,,,,,unresolved,True,115740,False
grp-a001-01-000000047003535,50. 도어락_사생활보호 지문방지,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,104270,False
grp-a001-01-000000047003798,50. 도어락_사생활보호 지문방지,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,13710,False
grp-a001-01-000000047075282,01. 갤럭시A55(퀀텀5) 35 25 15_지문방지,○ 02. 파워링크_MO,WEB_SITE,galaxy_a:A55,"갤럭시 A55 (국내명: 갤럭시 퀀텀5, SKT 단독)",2024-08-28,2024-08-23,2024-03-11,press,fuzzy,True,29280,False
grp-a001-01-000000047076625,01. 갤럭시A54(퀀텀4) 34 24_지문방지,○ 02. 파워링크_MO,WEB_SITE,galaxy_a:A54,"갤럭시 A54 (국내명: 갤럭시 퀀텀4, SKT 단독)",2023-06-08,,2023-03,press,fuzzy,True,36510,False
grp-a001-01-000000047162713,01. 갤럭시S24_6H 사생활보호 ,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,48423,False
grp-a001-01-000000047166586,01. 갤럭시S24_6H 사생활보호,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S24,갤럭시 S24 (+/울트라),2024-01-31,2024-01-19,2024-01-17,official,exact,True,9988,False
grp-a001-01-000000047485469,01. 갤럭시S25_지문방지TPU,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,1105630,False
grp-a001-01-000000047485563,01. 갤럭시S25_지문방지TPU,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,272890,False
grp-a001-01-000000047486489,01. 갤럭시S25_EZ강화유리,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,146480,False
grp-a001-01-000000047486647,01. 갤럭시S25_EZ강화유리,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,61818,False
grp-a001-01-000000047486686,01. 갤럭시S25_자가복원 고투명,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,8100,False
grp-a001-01-000000047487792,01. 갤럭시S25_자가복원 고투명,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,790,False
grp-a001-01-000000047488792,01. 갤럭시S25_사생활_TPU,○ 02. 파워링크_MO,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,116510,False
grp-a001-01-000000047488926,01. 갤럭시S25_사생활_TPU,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,48669,False
grp-a001-01-000000047489113,01. 갤럭시S25_6H 사생활보호,○ 02. 파워링크_PC,WEB_SITE,galaxy_s:S25,갤럭시 S25 (+/울트라/FE),2025-02-07,2025-01-24,2025-01-22,official,exact,True,10150,False
grp-a001-01-000000048499536,50. 골프버디필름,○ 02. 파워링크_MO,WEB_SITE,,,,,,,no_model,False,572000,True
grp-a001-01-000000048499741,50. 골프버디필름,○ 02. 파워링크_PC,WEB_SITE,,,,,,,no_model,False,162770,True
grp-a001-01-000000048564412,일미리케이스,○ 01. 자사몰,WEB_SITE,,,,,,,no_model,False,333587,False
grp-a001-01-000000049350730,02.아이패드_에어_7세대_종이질감,○ 02. 파워링크_PC,WEB_SITE,ipad:air7,"아이패드 에어 7세대(11/13인치, M3)",2025-04-10,2025-04-03,2025-03-04,press,exact,True,3910,False
grp-a001-01-000000049350994,02.아이패드_에어_7세대_종이질감,○ 02. 파워링크_MO,WEB_SITE,ipad:air7,"아이패드 에어 7세대(11/13인치, M3)",2025-04-10,2025-04-03,2025-03-04,press,exact,True,18010,False
